x1,x2,x3,x4,x5,x6,x7,x8,y
-7.621281967954028,-3.6442233145401657,4.479734191149503,-5.269715300854642,2.448070841167388,0.4818390540253418,5.53407922002224,-5.268482563681016,-51.083964584968996
-2.397800237909725,-1.1521846632172936,-4.598190421413356,-4.509739526191722,1.5787728771290834,6.880767923298986,-2.044545738340291,0.858392801059578,-16.4301331258568
-0.1261121549277491,9.818202175814935,-1.4024738705485464,-5.6374519243364025,-3.480553683375811,-1.9986032802011509,4.222706961092161,6.671159006005165,-199.18653336236198
2.819057882410424,-9.42175539857983,0.6999775970466136,-6.613341166437538,-2.7389676887531134,-1.452410291757647,-0.9348150326306122,-2.4919291038028986,-172.74767950647998
1.0113687821528279,0.4108280441184669,4.315858819344069,-0.6774395022021651,5.740309361498321,-1.6437520484367727,-6.652297383551753,-4.903230337744533,11.6337248643222
1.8128833713960189,4.592556856177986,-3.9366722491533466,-2.809402543702994,2.57878912068332,-2.567569070180893,7.568279739971395,-11.072692983419733,-44.5724811488544
1.4965380099381391,3.979009399989645,5.930468412152853,-2.5462629773115752,-7.0761120805620825,-7.117900242057622,8.878628094598499,-1.2628877642448264,-12.0025952294234
3.260422406314887,-1.5129899272879423,-9.963525638862011,5.013444244032705,-5.970440488912003,9.053399965505903,8.824889362662837,3.8736463174089266,-35.3727189847592
10.290715203814527,-0.8943079817117476,3.2531560886966915,5.845158522836482,3.1127346473817235,2.382045719841116,2.5894813347208294,4.032536120321301,115.707324883482
-0.08109012783491595,9.567365395888416,-3.779232755797624,7.475283610206327,-1.7442307518793894,-0.7051178937999919,-4.737592739025278,3.6513113430116815,-195.64600961292703
6.560997133746128,1.4855402570944447,-3.5023502406166114,-4.190105607570109,-6.400464395996196,-5.1240445445767016,2.6166599513619264,-5.998038369727424,15.5040355992027
8.388315992051231,2.9008294016680303,-3.0711131326987036,4.491203987643581,-1.5167846257834503,2.56583695395689,-4.050893245704248,2.0434117271914927,33.3505160444804
7.860773449897067,-0.5794082558824055,-4.414348139559347,-5.0021590758106536,-0.4665391501401631,-5.778906559682103,9.7032803301517,5.774407378724312,29.9203950589604
-2.299792736815217,-2.5036167149224875,4.205445338575864,6.5299413569950415,-2.9056953218364425,4.417503938712267,-2.8143054738835587,-3.121225479079756,-3.1655897567645495
0.5987438920327091,-4.486182604185252,2.374855200559252,8.023229604186144,-1.6048175418891248,-4.005100289966124,2.7561759454755475,-2.9487291599799765,-34.0430299531271
-10.59600325987303,6.640002907318369,-8.324259858128087,0.8478681359352762,-5.7088033127282225,-1.4136525125760704,-3.698099151830263,1.3135216123894242,-232.538273868613
-1.1797776353346732,0.3769278485022773,1.9250491012871949,8.352603308585625,-0.9655087801584704,13.010658836223692,1.0230580605693358,1.1623802540526076,3.57798069388363
6.0400675659207685,-4.6407173493974145,-4.998131594928662,4.405060587045446,-1.9412434726596597,0.14868517928035538,1.067487915278845,-3.488367565848163,-29.7735768584483
-8.185952142321282,4.852807395776981,-2.9434472512144176,-3.8893320210906404,-2.171136316635128,-7.404413130815763,-3.566568908809596,-8.052015517753354,-113.03928556602501
-6.352687796022053,-7.875361241889317,6.686678736536517,1.7452742031954716,1.2100124889142865,7.278975846872286,-4.799426890762293,2.510426247149137,-128.510152313009
